OBJECTID;LSOA11 Code;LSOA11 Name;LSOA11 Local name;MSOA11 Code;Ward code;Area square mteres;Perimeter (m);MI_PRINX;geo_shape;geo_point_2d
14;E01014730;Bristol 037A;Lower Totterdown;E02003048;E05002006;280859.28125;3532.97314453;892;"{""type"": ""Polygon"", ""coordinates"": [[[-2.576115809628763, 51.4411841754292], [-2.57578562666871, 51.44082685204633], [-2.5756435976379812, 51.44057885585716], [-2.5754363370570488, 51.44038475980641], [-2.575744555326982, 51.4402646123323], [-2.576007283600091, 51.440160935382586], [-2.576343105289732, 51.440026714188846], [-2.576641231910227, 51.439907549549694], [-2.576888980534561, 51.43980853933564], [-2.577174262258143, 51.4396955240287], [-2.577459986502372, 51.43958231715834], [-2.577734503003301, 51.439472644649186], [-2.577778656505884, 51.439907314239235], [-2.5780836969449723, 51.43989030850288], [-2.578312457780901, 51.43974974111751], [-2.578659477690458, 51.440055398562976], [-2.578823617282294, 51.439881539595206], [-2.578829985708913, 51.439430904871216], [-2.57915583711374, 51.43937482525547], [-2.579458697009357, 51.43943013572744], [-2.579715988236738, 51.439511341128096], [-2.57998604398421, 51.43961879143333], [-2.58017826898074, 51.439759705582986], [-2.580261839774578, 51.43995304655652], [-2.5806221506337783, 51.44013277004417], [-2.580701195442197, 51.44035366439356], [-2.580490129159196, 51.440741032901464], [-2.580769989355688, 51.44081665650725], [-2.5810951851071913, 51.44072547186036], [-2.58157224932911, 51.4409029308274], [-2.581510714107294, 51.4410255274844], [-2.581084450005469, 51.44101324804107], [-2.580667102051005, 51.44111059929433], [-2.580209899685964, 51.441260350510646], [-2.579919900960533, 51.44137482637508], [-2.579563358461538, 51.441563405215426], [-2.579330482569112, 51.44169179456095], [-2.579123514206393, 51.44182319340737], [-2.578938752246655, 51.442003934773254], [-2.5789829805282123, 51.44232152315936], [-2.578986004287618, 51.44232739778652], [-2.579027741790328, 51.44251188146942], [-2.579071339259044, 51.44270462831369], [-2.579104381755571, 51.442893291153446], [-2.579134629843054, 51.44307485534094], [-2.579168338246414, 51.44325467597544], [-2.579213879304699, 51.443449696994705], [-2.5792470463703, 51.4436299069053], [-2.579548968176081, 51.443610428823554], [-2.5798516847194, 51.443653888104386], [-2.580127398710042, 51.44377745282124], [-2.580372609422496, 51.4438850909197], [-2.580760144993331, 51.44407933192278], [-2.58105190813054, 51.444166578077585], [-2.581333977773358, 51.44405521762123], [-2.581620942800614, 51.443941925943356], [-2.581919803647188, 51.4438341043521], [-2.582418328209995, 51.444366559595586], [-2.581966029573069, 51.44456263497619], [-2.581642602715799, 51.44470457654702], [-2.581371966139103, 51.444838387274984], [-2.581112570420804, 51.44496457056698], [-2.580877250479502, 51.44509218038691], [-2.580617537332551, 51.445260589327475], [-2.580309123352586, 51.44551850904317], [-2.580146427716021, 51.4456988893954], [-2.579974546282077, 51.44598258498368], [-2.5798840385858632, 51.446215181789086], [-2.579807276947863, 51.44651080532365], [-2.579781178752301, 51.44672308529338], [-2.579802384739091, 51.446941452030245], [-2.579845334538621, 51.44713821179143], [-2.579895617857444, 51.44734477211445], [-2.579981595027183, 51.447565488258206], [-2.580046744026695, 51.44781074706665], [-2.580144421434621, 51.44813846040297], [-2.579311912700087, 51.44817206067561], [-2.578893882895875, 51.448142829774696], [-2.5784980902111583, 51.44803057472851], [-2.578072423153325, 51.44786217771491], [-2.577658072635473, 51.44771003420025], [-2.577411658446584, 51.447568363053], [-2.577230668642393, 51.44737228332295], [-2.577144816578261, 51.44716055596394], [-2.577137549168282, 51.44683337371859], [-2.577225225880021, 51.44658286317237], [-2.577307854338116, 51.44618052511404], [-2.577409778759023, 51.445898311243944], [-2.577464569047377, 51.44569782197642], [-2.577511647500351, 51.44542884475733], [-2.57750794125133, 51.44522927356788], [-2.577472459281784, 51.4449676363856], [-2.57736996695913, 51.44472086043628], [-2.57733895255724, 51.444542023987886], [-2.577200126933743, 51.444372845906216], [-2.577032806817345, 51.44422615259188], [-2.576796303858246, 51.44404846378921], [-2.576560305596339, 51.44393141226163], [-2.576247798965494, 51.44380837979202], [-2.575762764148106, 51.44367224912126], [-2.575482898328871, 51.44361255363828], [-2.575189785359764, 51.443555503204465], [-2.57473757661168, 51.44349399119279], [-2.574388554190795, 51.44345336243044], [-2.574095812884777, 51.44341433584157], [-2.573772201929164, 51.44336678280592], [-2.573491722121502, 51.443325554536884], [-2.573200622742816, 51.44327388421642], [-2.573296452437571, 51.442787149788344], [-2.573368979521867, 51.442543873294134], [-2.573081784261655, 51.4425106435085], [-2.572741319150618, 51.44252895366709], [-2.572185720667388, 51.44255233400507], [-2.571859624844188, 51.44257490540344], [-2.5718467030700642, 51.44237302256339], [-2.5722985320715033, 51.442075922613704], [-2.572663523206461, 51.44197258770916], [-2.572907750079064, 51.44182680058528], [-2.572961537600814, 51.441525727031], [-2.573288783808155, 51.44151976437535], [-2.573577837081714, 51.44151331355043], [-2.573526228284988, 51.441333736730236], [-2.573404503854856, 51.4411334001636], [-2.573681855504366, 51.44107756246767], [-2.574251472315737, 51.44112787439451], [-2.5746683453799193, 51.44122630907722], [-2.57496017917904, 51.44131283101508], [-2.575449896605774, 51.44117550887358], [-2.575718347662857, 51.441332600643214], [-2.576115809628763, 51.4411841754292]]]}";51.4432444215,-2.57768916012
3;E01014689;Bristol 002B;Southmead Central;E02003013;E05002000;266356.625;4146.4453125;1225;"{""type"": ""Polygon"", ""coordinates"": [[[-2.595769216959931, 51.50380705528401], [-2.595488726295203, 51.50350317071428], [-2.595307214648857, 51.50331720218959], [-2.595052283897696, 51.50321860869013], [-2.594765718841134, 51.50303734450199], [-2.595125314663953, 51.50282497255548], [-2.595443433608935, 51.50269475061214], [-2.595756494746338, 51.50269270174508], [-2.595961589626299, 51.502502089657526], [-2.596248998711026, 51.50248635879102], [-2.596414963855005, 51.50231916122205], [-2.59624013291707, 51.50217032236695], [-2.596555662928757, 51.50206081831782], [-2.596831596879707, 51.501964265073525], [-2.597138289204221, 51.50186220456151], [-2.59741339270338, 51.50176621169087], [-2.597672934679556, 51.5016756654915], [-2.598044512214631, 51.5015460094187], [-2.598330770049552, 51.50145052403021], [-2.598616794843051, 51.501349428398704], [-2.599019522053309, 51.50120707601556], [-2.5992788133023392, 51.50111651864217], [-2.599532732873006, 51.50102838892796], [-2.599799061529807, 51.5009351958844], [-2.600060975745297, 51.500853695918174], [-2.600155499533246, 51.50062987021175], [-2.6002779643706413, 51.50038561672258], [-2.600392956799099, 51.500054813306214], [-2.600921533312013, 51.49987446878191], [-2.6010659892045283, 51.500554685854276], [-2.6012783948596, 51.5007314773878], [-2.6016110461206603, 51.50059187668194], [-2.6018875500511163, 51.50068630835865], [-2.602130803611056, 51.500812470519016], [-2.602376958335626, 51.5009247252727], [-2.602545232241256, 51.501076573908016], [-2.602828277422428, 51.501297436263435], [-2.604022880596273, 51.50145433453981], [-2.60461324179371, 51.502109817691526], [-2.60507959735926, 51.50194864847012], [-2.6053841316087203, 51.501843404146435], [-2.605698861621848, 51.50173464463212], [-2.605962461840508, 51.501643529163985], [-2.6062363155841473, 51.50154888936499], [-2.606564361966862, 51.50143963611907], [-2.605939098457283, 51.500769677915585], [-2.606378938245497, 51.500741868754865], [-2.606698300857183, 51.50070283928741], [-2.607019918337668, 51.500674173559446], [-2.607343682649161, 51.500642294836226], [-2.6076652009015673, 51.5006116407211], [-2.608051821695048, 51.500675095711934], [-2.608161129900868, 51.50088220730691], [-2.60841072053032, 51.50105347910837], [-2.608617295757563, 51.50131700228956], [-2.608550362877929, 51.501495931147495], [-2.6083281699536363, 51.501628918177424], [-2.608018120044394, 51.50171750133651], [-2.607749190998776, 51.50182042796551], [-2.607475137125026, 51.50187819788857], [-2.60719365040558, 51.50183953509478], [-2.607004501984413, 51.50166524146693], [-2.606571035907053, 51.5017777296677], [-2.606360605566926, 51.50224202756193], [-2.606099367554138, 51.50232241377493], [-2.605904172455563, 51.50248214155477], [-2.605628227034127, 51.50257921014386], [-2.605383817612662, 51.50268597907027], [-2.605036119079859, 51.502776466142166], [-2.604735623048712, 51.50288796489384], [-2.60443045100062, 51.50299134061783], [-2.604020231000453, 51.50305112597267], [-2.604191222629833, 51.503241954548216], [-2.603987234376354, 51.5034468262209], [-2.6037068550986513, 51.5035437962909], [-2.603984995756886, 51.503875052404474], [-2.6042185974604, 51.5041076299968], [-2.6043944538968162, 51.5043315131325], [-2.603987505479329, 51.504579825849106], [-2.604413643153177, 51.504895914029376], [-2.604095575807027, 51.50531872699302], [-2.604187496051587, 51.50549384083517], [-2.6039904802923, 51.50563280434938], [-2.603704250588326, 51.505694683536454], [-2.603308534820802, 51.505741686806594], [-2.602986881435064, 51.50575942703332], [-2.602698610981514, 51.50575191732682], [-2.602410103637478, 51.5057264249844], [-2.602135530428724, 51.50566489409678], [-2.601861002499954, 51.50559799435889], [-2.601621293811804, 51.50576812204037], [-2.601374994305952, 51.50592805962009], [-2.601218763288725, 51.50611205521387], [-2.601116205559344, 51.50629839203814], [-2.6008930966773, 51.506430354351316], [-2.600658917638178, 51.5066925260187], [-2.600290885654157, 51.50660083602879], [-2.60043903768352, 51.506414670952914], [-2.600561083146125, 51.50624734193391], [-2.600703862429469, 51.50605158308821], [-2.600850985788044, 51.505849876367414], [-2.6009883677956758, 51.5056700689435], [-2.601209360960445, 51.505383003699315], [-2.600656215500694, 51.50539501963255], [-2.600587713940691, 51.505583222609985], [-2.6004483269671352, 51.50576733783091], [-2.600204974169984, 51.50591021040414], [-2.599899674599993, 51.505988039753646], [-2.599629261003842, 51.50586416163313], [-2.599439267309719, 51.50568911419242], [-2.599267176694859, 51.50548711704651], [-2.599565183765914, 51.50537086069406], [-2.599855364989463, 51.505357714115355], [-2.600077014878566, 51.505160878028576], [-2.600588100722788, 51.50480240112021], [-2.600706620968379, 51.50457436991998], [-2.600985988122708, 51.50447221447382], [-2.601066025201376, 51.50421919480491], [-2.60083958428045, 51.50409591210602], [-2.6005934520268603, 51.50388953075072], [-2.600337551711529, 51.503979174670974], [-2.599957980522073, 51.504112134021575], [-2.599693630538882, 51.50420473308525], [-2.599416658707498, 51.504301757020336], [-2.599087231708559, 51.504412355924366], [-2.598778838874082, 51.50451525759873], [-2.59849131002703, 51.50461504878162], [-2.598074938265309, 51.504759546428815], [-2.5980489491497, 51.5045594633883], [-2.598074131340332, 51.5043699451622], [-2.597811701451233, 51.5040580347622], [-2.598071345939898, 51.50397338548343], [-2.598333430505199, 51.503874894132366], [-2.598599262024253, 51.50376665418593], [-2.598867648472622, 51.503665458997524], [-2.599145528803934, 51.50354890202865], [-2.599383637947911, 51.50342209054052], [-2.5995916532044863, 51.5032923483798], [-2.599797366586979, 51.50316403831152], [-2.599680078053167, 51.50293373443498], [-2.599384631347754, 51.5026289738529], [-2.599216323617593, 51.502802544486016], [-2.599072998682347, 51.50296962120302], [-2.598900673344928, 51.50313912076833], [-2.598684432429585, 51.50330641662307], [-2.598474316447311, 51.50343435163859], [-2.598232046566444, 51.50355387239159], [-2.597959613657936, 51.503654178626945], [-2.597680063903717, 51.50373368701932], [-2.597385325092098, 51.50379868779878], [-2.597041893957178, 51.50385648179881], [-2.596754685199242, 51.503874884217346], [-2.596428150965082, 51.50388065500227], [-2.596096263626277, 51.503862651352485], [-2.595769216959931, 51.50380705528401]]]}";51.5029669244,-2.60133962029
26;E01014518;Bristol 046A;Ilchester Crescent;E02003057;E05001976;536719.5;4171.10839844;531;"{""type"": ""Polygon"", ""coordinates"": [[[-2.611270167090501, 51.427113412124186], [-2.611334864303663, 51.426932154508194], [-2.611411984507126, 51.42671607048098], [-2.611478632586936, 51.426536609869224], [-2.611561252926178, 51.42635651714155], [-2.61165761278639, 51.426146491460514], [-2.611740498390076, 51.42596585771133], [-2.6118207415890593, 51.42579095636535], [-2.611917658587351, 51.42557966871287], [-2.612000238876551, 51.42539969821031], [-2.612084173995121, 51.425216668078924], [-2.612173980520415, 51.42502429145989], [-2.612290902742286, 51.42482464206657], [-2.612396140459903, 51.42464920615843], [-2.612499858133996, 51.42447629586007], [-2.61280230947539, 51.424409293674444], [-2.6131323794316472, 51.42446590200965], [-2.6134663927030672, 51.42453750527543], [-2.613797379636935, 51.4243694160477], [-2.614072683206969, 51.42442651621741], [-2.614588740339224, 51.42454272171333], [-2.614493112975388, 51.42472305467416], [-2.614379490091594, 51.42493734585263], [-2.614299396873049, 51.42513048242659], [-2.614226282118498, 51.42530682125915], [-2.614165062713748, 51.42548425737536], [-2.61409447134747, 51.42568882673739], [-2.614019982972704, 51.42592466220378], [-2.613963830692888, 51.42616023943151], [-2.613909925489931, 51.42638747863201], [-2.614468042607796, 51.42623747034112], [-2.614761697317447, 51.426112849402514], [-2.615113525143792, 51.42603789663905], [-2.615419070617775, 51.42598277018345], [-2.615701851324419, 51.42590556270483], [-2.615905619262381, 51.42609648577379], [-2.6159664915277263, 51.42643411279025], [-2.615862286156543, 51.426621407740036], [-2.615803599121914, 51.426927160336064], [-2.615962730899748, 51.42714995078857], [-2.616124085387246, 51.42738288077077], [-2.61631432860462, 51.427624649731705], [-2.615694443966813, 51.42800251462872], [-2.6152727659536232, 51.42825954729121], [-2.614944966538859, 51.42844944801741], [-2.614320702938364, 51.42881387725144], [-2.615071864182533, 51.428838690120116], [-2.615783349782486, 51.42896624697063], [-2.617111964520184, 51.42931249889942], [-2.618572740849981, 51.42981037491709], [-2.617079483777413, 51.430278687296756], [-2.616615151519596, 51.430423591420535], [-2.6163504953941352, 51.43050618128981], [-2.616016216134062, 51.43061139168053], [-2.615535727446818, 51.430765026554226], [-2.614434198662087, 51.43111722293014], [-2.6140677077796193, 51.431234403012645], [-2.613780083472805, 51.4313263690468], [-2.613410083693899, 51.43144270230642], [-2.612913869149434, 51.431595815498696], [-2.612646055430718, 51.431678449503934], [-2.612222772987541, 51.43180906716456], [-2.611914345204466, 51.43189364762717], [-2.612019416084443, 51.43164396844925], [-2.612143724861641, 51.43147540909716], [-2.61184107725437, 51.43151986576], [-2.611392666573332, 51.431569966746004], [-2.611081107298308, 51.4316020956916], [-2.610760598000582, 51.43163622175225], [-2.610475205472313, 51.43166406721986], [-2.61017158376017, 51.431694938421096], [-2.609561308560614, 51.431747289113126], [-2.6094809209194603, 51.43154751148093], [-2.6093238964342182, 51.43133533842792], [-2.609152635207514, 51.431155824760104], [-2.608991187505975, 51.430960272714515], [-2.608786791889319, 51.43072625353299], [-2.608647368597932, 51.43056193981173], [-2.608512402887035, 51.43040068681249], [-2.608323403013507, 51.430201294035626], [-2.607974483419052, 51.43036042609954], [-2.607641860574851, 51.43033796886685], [-2.607387105746488, 51.43043454080125], [-2.607121369225249, 51.43053504459373], [-2.606856873512842, 51.43061640731106], [-2.606584684209599, 51.43070556907647], [-2.606227852495458, 51.43080991548869], [-2.605946768525318, 51.43089666721676], [-2.605445119671517, 51.43108659737846], [-2.605140900286136, 51.431049680324556], [-2.605044246212866, 51.430875241150275], [-2.604938154787132, 51.430629197058046], [-2.604828762539228, 51.43035225698302], [-2.604752654059801, 51.43015955726025], [-2.604702054227737, 51.429982307848185], [-2.604625222545633, 51.429713381373126], [-2.604569496414868, 51.42951834614464], [-2.604507991318835, 51.42930297490604], [-2.6044324943467103, 51.42898384151503], [-2.604335081427291, 51.42848840706487], [-2.604316472728296, 51.42828819839151], [-2.604301219298132, 51.428092594017706], [-2.604292921551703, 51.4276503512054], [-2.604313733378015, 51.42733244595004], [-2.6043206551879843, 51.42705832946616], [-2.604311066986881, 51.426590368399864], [-2.604327401680661, 51.42637522380101], [-2.604346651179504, 51.426121742087844], [-2.6049005735630093, 51.42582570618157], [-2.605133594762332, 51.4257040937206], [-2.605549839811423, 51.42546230252123], [-2.605799315438711, 51.425305080136724], [-2.605915652197311, 51.42512541139914], [-2.606194713547735, 51.425018722311535], [-2.606430857566011, 51.42482867517969], [-2.606511864719727, 51.42465334344631], [-2.606778179207483, 51.42454994721018], [-2.607134763116316, 51.42444204397999], [-2.607378151982302, 51.42427998513516], [-2.6075368735595132, 51.424080186218625], [-2.608552271321399, 51.42440165172388], [-2.609238362938731, 51.4246280815468], [-2.610109967729127, 51.424955786346516], [-2.611078254636908, 51.42527462563671], [-2.610974241911066, 51.42544424510673], [-2.61085002436082, 51.42564678364817], [-2.61069858849418, 51.42589366520076], [-2.610574769994323, 51.42611363437324], [-2.610471347213194, 51.426333559800675], [-2.6103721790187393, 51.42657053787891], [-2.61027617978646, 51.42680034203162], [-2.610192556451363, 51.427000391343775], [-2.610921646648512, 51.42685920897801], [-2.611270167090501, 51.427113412124186]]]}";51.4281338712,-2.61035203187
30;E01014596;Bristol 051C;Fair Furlong;E02003062;E05001987;310003.46875;3115.56054688;606;"{""type"": ""Polygon"", ""coordinates"": [[[-2.606078720764064, 51.40527348512041], [-2.606537999740387, 51.405368697405486], [-2.606857334077785, 51.40542612330126], [-2.607146744779784, 51.40533004146779], [-2.607209854952549, 51.40511237002491], [-2.607440826882036, 51.40491919119477], [-2.607730185218037, 51.40488786779395], [-2.60799897041822, 51.405006267053864], [-2.608265678033765, 51.405080652196446], [-2.608570252710644, 51.405184000043356], [-2.60884458466677, 51.40530402298792], [-2.609238089602763, 51.40529398492168], [-2.6093142951721733, 51.40547829877163], [-2.609615591585878, 51.40547418086035], [-2.609700096164406, 51.40583911641197], [-2.610341352459546, 51.40580583109368], [-2.610634663767871, 51.405835660803675], [-2.610923257457745, 51.40583943795379], [-2.611211473805751, 51.40584294661247], [-2.611388821947564, 51.40569966699111], [-2.611376898418609, 51.40547945474597], [-2.611801659044902, 51.40548327174172], [-2.61181492469009, 51.40570799985862], [-2.611878860819418, 51.40589854489819], [-2.611980372811134, 51.406076654923105], [-2.612309747439528, 51.406133464931564], [-2.612536394587588, 51.40626772989684], [-2.61266809930076, 51.40645304528289], [-2.612798425202755, 51.406654508236244], [-2.61252248679354, 51.406705151201066], [-2.612472024041173, 51.40688720533348], [-2.612254455439238, 51.407090448717824], [-2.6122327395327023, 51.407302061195146], [-2.611937401009903, 51.40750135071897], [-2.611696128622603, 51.40771623587185], [-2.611455957701605, 51.40795135549803], [-2.611535766604264, 51.40815354296896], [-2.61168679931766, 51.40842947745556], [-2.612241624514827, 51.40868371942499], [-2.612516375132381, 51.40881427033424], [-2.612648073756285, 51.40931285123952], [-2.612812800883699, 51.410059069296814], [-2.612800482714754, 51.41024776817876], [-2.612461669949494, 51.41045673063765], [-2.612067021654351, 51.41053698553416], [-2.6111722298270372, 51.41093001896284], [-2.610663860841635, 51.41088950824932], [-2.610201315531199, 51.410784463155565], [-2.609974443303769, 51.41066499407367], [-2.609750387704993, 51.41054528506781], [-2.609539580073819, 51.41041617281296], [-2.6092469081749323, 51.41035313790581], [-2.608877471683515, 51.41046210567605], [-2.608614783890769, 51.41024684939866], [-2.608193562477543, 51.409950456616606], [-2.607775278666616, 51.41018933974212], [-2.607567648902708, 51.41031664081747], [-2.607231011283611, 51.41037858443069], [-2.607021037530932, 51.41022717237188], [-2.606803961688283, 51.4100875673737], [-2.60652909194306, 51.41023533105842], [-2.6065439915885733, 51.410436053437756], [-2.606551627967689, 51.410628010401425], [-2.606885574683535, 51.41066583976874], [-2.607152571261007, 51.41078006150821], [-2.607378336262336, 51.41095290904237], [-2.607457517768532, 51.41113213884937], [-2.607555057690289, 51.41132604690909], [-2.607485993208793, 51.41154234857431], [-2.606951552081288, 51.41160758604648], [-2.606650417792308, 51.41159828862768], [-2.60643270815256, 51.41146989913589], [-2.606347556882418, 51.41125135085391], [-2.60607828466285, 51.411046284206776], [-2.606109723766211, 51.41083953945212], [-2.605783125859356, 51.41087418098291], [-2.605504777482585, 51.411005513802266], [-2.605278452415956, 51.4108882720485], [-2.605032750326518, 51.4107768042252], [-2.605140894446682, 51.410513849162626], [-2.605646800072535, 51.41038101323533], [-2.605706362680965, 51.410107015624654], [-2.605734765580592, 51.409920518649315], [-2.606023605899193, 51.40994060941119], [-2.6062614655214693, 51.41004752095246], [-2.606468390689388, 51.40988117375266], [-2.606208352146413, 51.40971548037303], [-2.6058340613085793, 51.4095357404786], [-2.605588946781165, 51.4094257185868], [-2.605381443779998, 51.40929695972859], [-2.605543667341109, 51.40909943698001], [-2.604799062586761, 51.40860408278897], [-2.604325764322882, 51.40862693654418], [-2.604784657688919, 51.40818547715739], [-2.604517808390089, 51.40808391125419], [-2.604015691974708, 51.407919279354246], [-2.603521631666568, 51.40777434986548], [-2.602998320967647, 51.407637518253594], [-2.603140051606143, 51.4074147493933], [-2.603299121282395, 51.40716469026858], [-2.603412712099439, 51.406995568194255], [-2.60351943431113, 51.406821356134294], [-2.603665157364693, 51.40665657258175], [-2.603877692472452, 51.406517978259835], [-2.604130251106623, 51.406356247074974], [-2.604336942821765, 51.40623052254674], [-2.604689970572276, 51.406048190995534], [-2.604898163072706, 51.40591767397962], [-2.605087786827083, 51.40577034808409], [-2.605291668444091, 51.405570471242186], [-2.605421411627572, 51.40539514880647], [-2.605739023252112, 51.405191569972814], [-2.606078720764064, 51.40527348512041]]]}";51.4079957328,-2.60833564573
64;E01014537;Bristol 035F;Eldonwall;E02003046;E05001978;346547.5;3192.70678711;668;"{""type"": ""Polygon"", ""coordinates"": [[[-2.547356461643465, 51.44657663763818], [-2.547504836410229, 51.44642070359148], [-2.547631035841107, 51.44624192566342], [-2.547743834734063, 51.44606174436391], [-2.547901290055035, 51.44587836943073], [-2.5480982821317912, 51.44573189188794], [-2.548353228093244, 51.44561852098109], [-2.548602868587197, 51.44549599363713], [-2.548214161245549, 51.44519170991753], [-2.548081003942356, 51.44502948113709], [-2.54813648289941, 51.444850429851236], [-2.548218540404986, 51.44466787358217], [-2.548297866806692, 51.44449164220008], [-2.548492478543391, 51.44413328352815], [-2.548407210535376, 51.443901109288014], [-2.548462066507168, 51.44365928901015], [-2.548518552083557, 51.44344311461374], [-2.548679653014406, 51.442826523984564], [-2.548840866129057, 51.44262294301712], [-2.548921226034098, 51.44242775141595], [-2.54911070161255, 51.442285973277684], [-2.549420021072439, 51.44220797036027], [-2.549690925226614, 51.44211243276779], [-2.5498385322459782, 51.442272613669665], [-2.5501123957763223, 51.442375905585145], [-2.550450978555392, 51.44250531145446], [-2.550255884210916, 51.4426546263515], [-2.549841405193921, 51.442913804862116], [-2.549536570710532, 51.443121620176846], [-2.549401328064177, 51.44330447147753], [-2.549302095001977, 51.44351331127814], [-2.549278570514255, 51.44371914435865], [-2.549636679420194, 51.443770952311404], [-2.550038407553322, 51.44377266849236], [-2.550138335659857, 51.44358724833534], [-2.550338890282994, 51.44345733051119], [-2.5506297953964028, 51.44331076754807], [-2.5507612721730792, 51.4431358720637], [-2.551078758945359, 51.4432009850332], [-2.551413423151489, 51.44330182136065], [-2.551546221196628, 51.44348168041799], [-2.551865365639355, 51.44374710087385], [-2.551702935727261, 51.44391661410489], [-2.551578414690264, 51.44408448318693], [-2.551561815811246, 51.44428499744927], [-2.5515997789562883, 51.444530834548154], [-2.5520400839663653, 51.444496581378495], [-2.552125520262836, 51.44467418986012], [-2.55193539546998, 51.444815590533814], [-2.55198699857368, 51.44508861741773], [-2.552278449819471, 51.445034067921], [-2.552587630782086, 51.445125541880735], [-2.552973954043202, 51.44538288266719], [-2.5531978758685803, 51.445243604842524], [-2.553447080393297, 51.445136685662966], [-2.553727127036717, 51.44503150863288], [-2.554018586077225, 51.444913463727126], [-2.5542775064072343, 51.44481188299552], [-2.554599026744715, 51.44467400256791], [-2.5548479912230038, 51.44457397828864], [-2.555121436022727, 51.4444601161491], [-2.555400065659761, 51.44436340315435], [-2.555744215530784, 51.44435518202741], [-2.555764770600947, 51.444665778055096], [-2.555991040645776, 51.4449124565271], [-2.556620424749461, 51.445433225142445], [-2.556767342346936, 51.44566313124865], [-2.556913414914357, 51.44584227352128], [-2.557375282388469, 51.445956972730414], [-2.557674041863652, 51.44601595037721], [-2.558261361956203, 51.44633138457564], [-2.558056508686857, 51.446469915847686], [-2.557954960141492, 51.446641548665134], [-2.557924730091934, 51.4468760184323], [-2.558046058714486, 51.44727375931168], [-2.558146542015726, 51.44747558731409], [-2.558571776340719, 51.44790433217472], [-2.558701621195813, 51.448096776249095], [-2.558821491313391, 51.448345628190296], [-2.558888853585924, 51.44858170114438], [-2.558894798070617, 51.44878719797767], [-2.558803312369583, 51.44896874641366], [-2.558655100128594, 51.44912457877584], [-2.558410492851505, 51.44932031694714], [-2.558082431477102, 51.449522116624486], [-2.557856217829349, 51.4496403378879], [-2.5575009356339553, 51.44956025617445], [-2.557000036059418, 51.44946511150225], [-2.555863276608911, 51.44924917248657], [-2.55535786946289, 51.44915315192156], [-2.5547026424175483, 51.449028677546586], [-2.554062813728602, 51.448909854500215], [-2.553629426662713, 51.448829365637025], [-2.553297449841708, 51.448767702120065], [-2.5527680833424933, 51.4486624588542], [-2.552245125450609, 51.4485573898112], [-2.5518164974634683, 51.44846039881793], [-2.55134530325127, 51.448353769345346], [-2.550987914762508, 51.44827289158564], [-2.550623963835537, 51.44819910188321], [-2.5502953551888883, 51.44812269088921], [-2.549486438927533, 51.44795942569055], [-2.549192823436126, 51.44790032816801], [-2.548830778757249, 51.447830201844525], [-2.548542345665534, 51.44777472022519], [-2.548185270513617, 51.44770602545668], [-2.547790585957919, 51.44761496255967], [-2.546779833882065, 51.44738176477107], [-2.5468982832855263, 51.447170437773686], [-2.547073896598198, 51.446937911701895], [-2.5472065857122743, 51.44676608176333], [-2.547356461643465, 51.44657663763818]]]}";51.4465236917,-2.55286679081
