,Road,Road zips,nom3_x,id,town_id,count_x,suburb,nom2_x,count_y,subnb_tot,plus,admin_id,type,url,child_url,admin_nom,admin_nom2,admin_nom3,admin_nom_en,Town,nom2_y,nom3_y,Town zips,iso2,nuts,fips,ign,hasc,nb,subnb,capital,suburbs
819,"Stoke Lane, Charlecombe Court",BS9 3RL,,28802788,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
820,Strathearn Drive,BS10 6TJ,,28218975,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
821,The Dell,"BS9 3UD, BS9 3UE, BS9 3UF, BS9 3UG",,28675032,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
822,The Orchard,BS9 3BN,,28837436,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
823,The Ridgeway,BS10 7DG,,27478057,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
824,Turnbridge Close,BS10 6SY,,28682812,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
825,Wellesley Mews,BS10 5DJ,,28549177,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
826,Westbury Court Road,BS9 3GG,,52753286,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
827,Westbury Mews,BS9 3QA,,27499098,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
828,Westbury Road,"BS9 3AH, BS9 3AJ, BS9 3AL, BS9 3AN, BS9 3AP, BS9 3AR, BS9 3AS, BS9 3AU, BS9 3AW, BS9 3AX, BS9 3AY, BS9 3AZ, BS9 3BA",,28550907,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
829,Westfield Cottages,BS9 3FE,,52753287,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
830,Westfield Road,"BS9 3HG, BS9 3HH",,28022261,11024188,42,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury-on-Trym,,,,,Westbury-on-Trym,,,"BS10, BS9",,,,,,0,42,False,
831,Berkeley Road,"BS6 7PH, BS6 7PJ, BS6 7PL, BS6 7PQ",,28199584,4032178,7,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury Park,,,,,Westbury Park,,,BS6,,,,,,0,7,False,
832,Halsbury Road,"BS6 7SR, BS6 7SS, BS6 7ST, BS6 7SU",,28616176,4032178,7,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury Park,,,,,Westbury Park,,,BS6,,,,,,0,7,False,
833,Howard Road,"BS6 7US, BS6 7UT, BS6 7UU, BS6 7UX, BS6 7UY, BS6 7UZ, BS6 7XA",,28675961,4032178,7,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury Park,,,,,Westbury Park,,,BS6,,,,,,0,7,False,
834,Linden Road,"BS6 7RJ, BS6 7RL, BS6 7RN, BS6 7RP, BS6 7RR, BS6 7RW",,28875853,4032178,7,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury Park,,,,,Westbury Park,,,BS6,,,,,,0,7,False,
835,North View,"BS6 7PT, BS6 7PY, BS6 7PZ, BS6 7QA, BS6 7QB, BS6 7QP",,28777683,4032178,7,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury Park,,,,,Westbury Park,,,BS6,,,,,,0,7,False,
836,Park Grove,"BS6 7XB, BS6 7XD",,28368728,4032178,7,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury Park,,,,,Westbury Park,,,BS6,,,,,,0,7,False,
837,Russell Road,BS6 7UB,,27607854,4032178,7,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Westbury Park,,,,,Westbury Park,,,BS6,,,,,,0,7,False,
838,Gerrish Avenue,"BS5 9DE, BS5 9DG",,28128974,11024060,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Whitehall,,,,,Whitehall,,,BS5,,,,,,0,9,False,
839,"Gerrish Avenue, Whitehall Trading Estate",BS5 9DF,,27869147,11024060,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Whitehall,,,,,Whitehall,,,BS5,,,,,,0,9,False,
840,Gordon Road,"BS5 7DL, BS5 7DP, BS5 7DR, BS5 7EE",,28799154,11024060,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Whitehall,,,,,Whitehall,,,BS5,,,,,,0,9,False,
841,Herbert Street,BS5 9BL,,27076892,11024060,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Whitehall,,,,,Whitehall,,,BS5,,,,,,0,9,False,
842,Park Crescent,"BS5 7AL, BS5 7AR, BS5 7AT, BS5 7AY",,28510122,11024060,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Whitehall,,,,,Whitehall,,,BS5,,,,,,0,9,False,
843,Prospect Place,"BS5 9AB, BS5 9EZ",,27226051,11024060,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Whitehall,,,,,Whitehall,,,BS5,,,,,,0,9,False,
844,School Walk,BS5 7BY,,28545187,11024060,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Whitehall,,,,,Whitehall,,,BS5,,,,,,0,9,False,
845,Sycamore Close,BS5 7DB,,27517674,11024060,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Whitehall,,,,,Whitehall,,,BS5,,,,,,0,9,False,
846,Wesley Close,BS5 7EF,,27935453,11024060,9,,,71,5223,True,GB70,town,City_of_Bristol,City_of_Bristol?loc=Whitehall,,,,,Whitehall,,,BS5,,,,,,0,9,False,
847,The Boulevard,BS14 0DB,,28632119,4031894,1,,,71,5223,,,town,City_of_Bristol,City_of_Bristol?loc=Hengrove Park,,,,,Hengrove Park,,,BS14 0DB,,,,,,0,1,False,
848,Bath Road,"BS4 3DP, BS4 3DR, BS4 3DT",,28533785,11023995,1,,,71,5223,,,town,City_of_Bristol,City_of_Bristol?loc=Pylle Hill,,,,,Pylle Hill,,,"BS4 3DP, BS4 3DR, BS4 3DT",,,,,,0,1,False,
849,Philip Street,BS2 0TA,,27041821,4031922,1,,,71,5223,,,town,City_of_Bristol,City_of_Bristol?loc=Saint Philips Marsh,,,,,Saint Philips Marsh,,,BS2 0TA,,,,,,0,1,False,
